persona_id,country,prompt_variation,overall_happiness,gdp,social_support,health,freedom,generosity,corruption,response_text
19,North Macedonia,concise_persona,8.0,7.0,9.0,8.0,9.0,6.0,3.0,"[8, 7, 9, 8, 9, 6, 3]"
20,North Macedonia,concise_persona,3.0,2.0,5.0,6.0,3.0,0.0,4.0,"[3, 2, 5, 6, 3, 0, 4]"
1,Tanzania,concise_persona,8.0,7.0,9.0,8.0,9.0,6.0,3.0,"[8, 7, 9, 8, 9, 6, 3]"
2,Tanzania,concise_persona,8.0,5.0,9.0,7.0,8.0,6.0,3.0,"[8, 5, 9, 7, 8, 6, 3]"
3,Tanzania,concise_persona,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"[7, 5, 8, 7, 6, 4, 3]"
4,Tanzania,concise_persona,8.0,5.0,9.0,7.0,8.0,6.0,3.0,"[8, 5, 9, 7, 8, 6, 3]"
5,Tanzania,concise_persona,7.0,5.0,8.0,6.0,7.0,3.0,4.0,"[7, 5, 8, 6, 7, 3, 4]"
6,Tanzania,concise_persona,6.0,5.0,8.0,7.0,8.0,3.0,4.0,"[6, 5, 8, 7, 8, 3, 4]"
7,Tanzania,concise_persona,6.0,5.0,8.0,6.0,5.0,3.0,2.0,"[6, 5, 8, 6, 5, 3, 2]"
8,Tanzania,concise_persona,7.0,6.0,7.0,8.0,9.0,5.0,3.0,"[7, 6, 7, 8, 9, 5, 3]"
9,Tanzania,concise_persona,8.0,5.0,10.0,6.0,9.0,3.0,4.0,"[8, 5, 10, 6, 9, 3, 4]"
10,Tanzania,concise_persona,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
11,Tanzania,concise_persona,6.0,5.0,7.0,6.0,5.0,8.0,3.0,"[6, 5, 7, 6, 5, 8, 3]"
12,Tanzania,concise_persona,6.0,5.0,8.0,7.0,6.0,3.0,4.0,"[6, 5, 8, 7, 6, 3, 4]"
13,Tanzania,concise_persona,7.0,5.0,8.0,6.0,7.0,4.0,3.0,"[7, 5, 8, 6, 7, 4, 3]"
14,Tanzania,concise_persona,7.0,5.0,8.0,7.0,6.0,7.0,3.0,"[7, 5, 8, 7, 6, 7, 3]"
15,Tanzania,concise_persona,7.0,5.0,8.0,6.0,7.0,6.0,3.0,"[7, 5, 8, 6, 7, 6, 3]"
16,Tanzania,concise_persona,6.0,4.0,8.0,7.0,6.0,9.0,3.0,"[6, 4, 8, 7, 6, 9, 3]"
17,Tanzania,concise_persona,5.0,4.0,7.0,6.0,3.0,2.0,3.0,"[5, 4, 7, 6, 3, 2, 3]"
18,Tanzania,concise_persona,6.0,5.0,7.0,6.0,4.0,3.0,2.0,"[6, 5, 7, 6, 4, 3, 2]"
19,Tanzania,concise_persona,8.0,6.0,9.0,7.0,8.0,6.0,3.0,"[8, 6, 9, 7, 8, 6, 3]"
20,Tanzania,concise_persona,3.0,2.0,4.0,5.0,3.0,1.0,2.0,"[3, 2, 4, 5, 3, 1, 2]"
1,Pakistan,concise_persona,8.0,7.0,9.0,8.0,9.0,6.0,3.0,"[8, 7, 9, 8, 9, 6, 3]"
2,Pakistan,concise_persona,8.0,5.0,9.0,7.0,8.0,6.0,3.0,"[8, 5, 9, 7, 8, 6, 3]"
3,Pakistan,concise_persona,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"[7, 5, 8, 7, 6, 4, 3]"
4,Pakistan,concise_persona,8.0,5.0,9.0,7.0,8.0,6.0,3.0,"[8, 5, 9, 7, 8, 6, 3]"
5,Pakistan,concise_persona,7.0,5.0,8.0,6.0,7.0,3.0,2.0,"[7, 5, 8, 6, 7, 3, 2]"
6,Pakistan,concise_persona,6.0,5.0,8.0,7.0,8.0,3.0,2.0,"[6, 5, 8, 7, 8, 3, 2]"
7,Pakistan,concise_persona,6.0,5.0,8.0,6.0,5.0,3.0,2.0,"[6, 5, 8, 6, 5, 3, 2]"
8,Pakistan,concise_persona,7.0,6.0,7.0,8.0,8.0,5.0,3.0,"[7, 6, 7, 8, 8, 5, 3]"
9,Pakistan,concise_persona,8.0,5.0,10.0,6.0,8.0,3.0,2.0,"[8, 5, 10, 6, 8, 3, 2]"
10,Pakistan,concise_persona,7.0,5.0,6.0,7.0,9.0,3.0,2.0,"[7, 5, 6, 7, 9, 3, 2]"
11,Pakistan,concise_persona,6.0,5.0,7.0,6.0,4.0,6.0,3.0,"[6, 5, 7, 6, 4, 6, 3]"
12,Pakistan,concise_persona,6.0,5.0,8.0,7.0,5.0,3.0,2.0,"[6, 5, 8, 7, 5, 3, 2]"
13,Pakistan,concise_persona,7.0,5.0,8.0,6.0,7.0,3.0,2.0,"[7, 5, 8, 6, 7, 3, 2]"
14,Pakistan,concise_persona,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"[7, 5, 8, 7, 6, 4, 3]"
15,Pakistan,concise_persona,7.0,5.0,9.0,6.0,8.0,6.0,3.0,"[7, 5, 9, 6, 8, 6, 3]"
16,Pakistan,concise_persona,6.0,4.0,8.0,6.0,7.0,9.0,2.0,"[6, 4, 8, 6, 7, 9, 2]"
17,Pakistan,concise_persona,5.0,4.0,6.0,7.0,3.0,2.0,3.0,"[5, 4, 6, 7, 3, 2, 3]"
18,Pakistan,concise_persona,6.0,5.0,7.0,6.0,4.0,3.0,2.0,"[6, 5, 7, 6, 4, 3, 2]"
19,Pakistan,concise_persona,8.0,6.0,9.0,7.0,8.0,6.0,3.0,"[8, 6, 9, 7, 8, 6, 3]"
20,Pakistan,concise_persona,3.0,2.0,4.0,5.0,3.0,0.0,2.0,"[3, 2, 4, 5, 3, 0, 2]"
1,Saudi Arabia,concise_persona,8.0,7.0,9.0,8.0,9.0,6.0,5.0,"[8, 7, 9, 8, 9, 6, 5]"
2,Saudi Arabia,concise_persona,8.0,7.0,9.0,8.0,7.0,6.0,5.0,"[8, 7, 9, 8, 7, 6, 5]"
3,Saudi Arabia,concise_persona,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"[7, 5, 8, 7, 6, 4, 3]"
4,Saudi Arabia,concise_persona,8.0,7.0,9.0,8.0,7.0,6.0,5.0,"[8, 7, 9, 8, 7, 6, 5]"
5,Saudi Arabia,concise_persona,7.0,6.0,8.0,7.0,6.0,5.0,4.0,"[7, 6, 8, 7, 6, 5, 4]"
6,Saudi Arabia,concise_persona,7.0,5.0,8.0,7.0,8.0,3.0,4.0,"[7, 5, 8, 7, 8, 3, 4]"
7,Saudi Arabia,concise_persona,6.0,7.0,8.0,5.0,6.0,3.0,4.0,"[6, 7, 8, 5, 6, 3, 4]"
8,Saudi Arabia,concise_persona,7.0,8.0,6.0,7.0,9.0,3.0,4.0,"[7, 8, 6, 7, 9, 3, 4]"
9,Saudi Arabia,concise_persona,8.0,7.0,10.0,6.0,8.0,5.0,4.0,"[8, 7, 10, 6, 8, 5, 4]"
10,Saudi Arabia,concise_persona,7.0,5.0,6.0,7.0,9.0,3.0,4.0,"[7, 5, 6, 7, 9, 3, 4]"
11,Saudi Arabia,concise_persona,6.0,7.0,8.0,7.0,5.0,6.0,3.0,"[6, 7, 8, 7, 5, 6, 3]"
12,Saudi Arabia,concise_persona,6.0,5.0,8.0,7.0,6.0,3.0,4.0,"[6, 5, 8, 7, 6, 3, 4]"
13,Saudi Arabia,concise_persona,7.0,6.0,8.0,7.0,8.0,5.0,4.0,"[7, 6, 8, 7, 8, 5, 4]"
14,Saudi Arabia,concise_persona,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"[7, 5, 8, 7, 6, 4, 3]"
15,Saudi Arabia,concise_persona,8.0,6.0,9.0,7.0,8.0,6.0,4.0,"[8, 6, 9, 7, 8, 6, 4]"
16,Saudi Arabia,concise_persona,6.0,5.0,8.0,7.0,6.0,9.0,3.0,"[6, 5, 8, 7, 6, 9, 3]"
17,Saudi Arabia,concise_persona,5.0,6.0,7.0,6.0,3.0,2.0,4.0,"[5, 6, 7, 6, 3, 2, 4]"
18,Saudi Arabia,concise_persona,6.0,5.0,7.0,6.0,4.0,3.0,4.0,"[6, 5, 7, 6, 4, 3, 4]"
19,Saudi Arabia,concise_persona,8.0,7.0,9.0,8.0,7.0,6.0,4.0,"[8, 7, 9, 8, 7, 6, 4]"
20,Saudi Arabia,concise_persona,3.0,2.0,5.0,4.0,3.0,0.0,2.0,"[3, 2, 5, 4, 3, 0, 2]"
1,Montenegro,concise_persona,8.0,7.0,9.0,8.0,9.0,6.0,4.0,"[8, 7, 9, 8, 9, 6, 4]"
2,Montenegro,concise_persona,8.0,6.0,9.0,8.0,7.0,9.0,4.0,"[8, 6, 9, 8, 7, 9, 4]"
3,Montenegro,concise_persona,7.0,5.0,8.0,7.0,6.0,3.0,4.0,"[7, 5, 8, 7, 6, 3, 4]"
4,Montenegro,concise_persona,8.0,6.0,9.0,7.0,8.0,6.0,4.0,"[8, 6, 9, 7, 8, 6, 4]"
5,Montenegro,concise_persona,7.0,6.0,8.0,7.0,6.0,3.0,4.0,"[7, 6, 8, 7, 6, 3, 4]"
6,Montenegro,concise_persona,6.0,5.0,8.0,7.0,8.0,3.0,4.0,"[6, 5, 8, 7, 8, 3, 4]"
7,Montenegro,concise_persona,6.0,5.0,7.0,6.0,5.0,3.0,4.0,"[6, 5, 7, 6, 5, 3, 4]"
8,Montenegro,concise_persona,7.0,8.0,6.0,8.0,9.0,3.0,4.0,"[7, 8, 6, 8, 9, 3, 4]"
9,Montenegro,concise_persona,8.0,6.0,10.0,7.0,9.0,3.0,4.0,"[8, 6, 10, 7, 9, 3, 4]"
10,Montenegro,concise_persona,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
11,Montenegro,concise_persona,6.0,5.0,7.0,6.0,4.0,3.0,4.0,"[6, 5, 7, 6, 4, 3, 4]"
12,Montenegro,concise_persona,7.0,5.0,8.0,7.0,6.0,3.0,4.0,"[7, 5, 8, 7, 6, 3, 4]"
13,Montenegro,concise_persona,7.0,6.0,8.0,7.0,8.0,5.0,3.0,"[7, 6, 8, 7, 8, 5, 3]"
14,Montenegro,concise_persona,7.0,5.0,8.0,7.0,8.0,6.0,4.0,"[7, 5, 8, 7, 8, 6, 4]"
15,Montenegro,concise_persona,8.0,5.0,9.0,7.0,8.0,6.0,3.0,"[8, 5, 9, 7, 8, 6, 3]"
16,Montenegro,concise_persona,6.0,5.0,8.0,7.0,6.0,9.0,3.0,"[6, 5, 8, 7, 6, 9, 3]"
17,Montenegro,concise_persona,5.0,4.0,7.0,6.0,3.0,2.0,4.0,"[5, 4, 7, 6, 3, 2, 4]"
18,Montenegro,concise_persona,6.0,5.0,7.0,6.0,4.0,3.0,2.0,"[6, 5, 7, 6, 4, 3, 2]"
19,Montenegro,concise_persona,8.0,7.0,9.0,8.0,9.0,6.0,4.0,"[8, 7, 9, 8, 9, 6, 4]"
20,Montenegro,concise_persona,3.0,2.0,5.0,4.0,3.0,1.0,2.0,"[3, 2, 5, 4, 3, 1, 2]"
1,Uruguay,concise_persona,8.0,7.0,9.0,8.0,9.0,6.0,5.0,"[8, 7, 9, 8, 9, 6, 5]"
2,Uruguay,concise_persona,8.0,7.0,9.0,8.0,8.0,9.0,6.0,"[8, 7, 9, 8, 8, 9, 6]"
3,Uruguay,concise_persona,7.0,5.0,8.0,7.0,8.0,6.0,4.0,"[7, 5, 8, 7, 8, 6, 4]"
4,Uruguay,concise_persona,8.0,6.0,9.0,7.0,8.0,6.0,5.0,"[8, 6, 9, 7, 8, 6, 5]"
5,Uruguay,concise_persona,7.0,6.0,8.0,7.0,6.0,5.0,4.0,"[7, 6, 8, 7, 6, 5, 4]"
6,Uruguay,concise_persona,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
7,Uruguay,concise_persona,6.0,5.0,8.0,6.0,5.0,3.0,4.0,"[6, 5, 8, 6, 5, 3, 4]"
8,Uruguay,concise_persona,7.0,8.0,6.0,7.0,9.0,5.0,4.0,"[7, 8, 6, 7, 9, 5, 4]"
9,Uruguay,concise_persona,8.0,6.0,10.0,7.0,9.0,5.0,4.0,"[8, 6, 10, 7, 9, 5, 4]"
10,Uruguay,concise_persona,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
11,Uruguay,concise_persona,6.0,5.0,7.0,6.0,4.0,6.0,3.0,"[6, 5, 7, 6, 4, 6, 3]"
12,Uruguay,concise_persona,7.0,5.0,8.0,7.0,6.0,3.0,4.0,"[7, 5, 8, 7, 6, 3, 4]"
13,Uruguay,concise_persona,7.0,6.0,8.0,6.0,7.0,5.0,4.0,"[7, 6, 8, 6, 7, 5, 4]"
14,Uruguay,concise_persona,8.0,5.0,7.0,8.0,9.0,6.0,4.0,"[8, 5, 7, 8, 9, 6, 4]"
15,Uruguay,concise_persona,8.0,6.0,9.0,7.0,8.0,6.0,5.0,"[8, 6, 9, 7, 8, 6, 5]"
16,Uruguay,concise_persona,6.0,5.0,8.0,7.0,6.0,9.0,4.0,"[6, 5, 8, 7, 6, 9, 4]"
17,Uruguay,concise_persona,5.0,4.0,7.0,6.0,3.0,2.0,5.0,"[5, 4, 7, 6, 3, 2, 5]"
18,Uruguay,concise_persona,6.0,5.0,7.0,6.0,4.0,3.0,5.0,"[6, 5, 7, 6, 4, 3, 5]"
19,Uruguay,concise_persona,8.0,7.0,9.0,8.0,9.0,6.0,5.0,"[8, 7, 9, 8, 9, 6, 5]"
20,Uruguay,concise_persona,3.0,2.0,5.0,4.0,3.0,0.0,6.0,"[3, 2, 5, 4, 3, 0, 6]"
1,Mauritius,concise_persona,8.0,7.0,9.0,8.0,9.0,6.0,5.0,"[8, 7, 9, 8, 9, 6, 5]"
2,Mauritius,concise_persona,8.0,7.0,9.0,8.0,7.0,9.0,5.0,"[8, 7, 9, 8, 7, 9, 5]"
3,Mauritius,concise_persona,7.0,5.0,8.0,7.0,8.0,6.0,4.0,"[7, 5, 8, 7, 8, 6, 4]"
4,Mauritius,concise_persona,8.0,6.0,9.0,7.0,8.0,6.0,4.0,"[8, 6, 9, 7, 8, 6, 4]"
5,Mauritius,concise_persona,7.0,6.0,8.0,7.0,6.0,5.0,4.0,"[7, 6, 8, 7, 6, 5, 4]"
6,Mauritius,concise_persona,7.0,5.0,8.0,8.0,9.0,3.0,4.0,"[7, 5, 8, 8, 9, 3, 4]"
7,Mauritius,concise_persona,6.0,7.0,8.0,5.0,6.0,3.0,4.0,"[6, 7, 8, 5, 6, 3, 4]"
8,Mauritius,concise_persona,7.0,8.0,6.0,8.0,9.0,3.0,5.0,"[7, 8, 6, 8, 9, 3, 5]"
9,Mauritius,concise_persona,8.0,6.0,10.0,7.0,9.0,3.0,4.0,"[8, 6, 10, 7, 9, 3, 4]"
10,Mauritius,concise_persona,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
11,Mauritius,concise_persona,6.0,5.0,7.0,6.0,5.0,8.0,4.0,"[6, 5, 7, 6, 5, 8, 4]"
12,Mauritius,concise_persona,7.0,5.0,8.0,7.0,6.0,3.0,4.0,"[7, 5, 8, 7, 6, 3, 4]"
13,Mauritius,concise_persona,7.0,6.0,8.0,6.0,7.0,5.0,4.0,"[7, 6, 8, 6, 7, 5, 4]"
14,Mauritius,concise_persona,8.0,5.0,7.0,8.0,9.0,6.0,4.0,"[8, 5, 7, 8, 9, 6, 4]"
15,Mauritius,concise_persona,8.0,6.0,9.0,7.0,8.0,6.0,4.0,"[8, 6, 9, 7, 8, 6, 4]"
16,Mauritius,concise_persona,6.0,5.0,8.0,7.0,6.0,9.0,4.0,"[6, 5, 8, 7, 6, 9, 4]"
17,Mauritius,concise_persona,5.0,4.0,7.0,6.0,3.0,2.0,5.0,"[5, 4, 7, 6, 3, 2, 5]"
18,Mauritius,concise_persona,6.0,5.0,8.0,7.0,4.0,3.0,4.0,"[6, 5, 8, 7, 4, 3, 4]"
19,Mauritius,concise_persona,8.0,7.0,9.0,8.0,9.0,6.0,5.0,"[8, 7, 9, 8, 9, 6, 5]"
20,Mauritius,concise_persona,3.0,2.0,4.0,5.0,3.0,1.0,2.0,"[3, 2, 4, 5, 3, 1, 2]"
1,Spain,concise_persona,8.0,7.0,9.0,8.0,9.0,6.0,5.0,"[8, 7, 9, 8, 9, 6, 5]"
2,Spain,concise_persona,8.0,7.0,9.0,8.0,8.0,9.0,5.0,"[8, 7, 9, 8, 8, 9, 5]"
3,Spain,concise_persona,7.0,5.0,9.0,8.0,7.0,3.0,4.0,"[7, 5, 9, 8, 7, 3, 4]"
4,Spain,concise_persona,8.0,6.0,9.0,7.0,8.0,6.0,4.0,"[8, 6, 9, 7, 8, 6, 4]"
5,Spain,concise_persona,7.0,6.0,8.0,6.0,7.0,3.0,4.0,"[7, 6, 8, 6, 7, 3, 4]"
6,Spain,concise_persona,7.0,5.0,9.0,8.0,8.0,3.0,4.0,"[7, 5, 9, 8, 8, 3, 4]"
7,Spain,concise_persona,6.0,5.0,8.0,6.0,5.0,3.0,4.0,"[6, 5, 8, 6, 5, 3, 4]"
8,Spain,concise_persona,7.0,8.0,6.0,8.0,9.0,3.0,5.0,"[7, 8, 6, 8, 9, 3, 5]"
9,Spain,concise_persona,8.0,6.0,10.0,7.0,8.0,5.0,4.0,"[8, 6, 10, 7, 8, 5, 4]"
10,Spain,concise_persona,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
11,Spain,concise_persona,6.0,5.0,7.0,6.0,4.0,3.0,5.0,"[6, 5, 7, 6, 4, 3, 5]"
12,Spain,concise_persona,7.0,5.0,8.0,7.0,6.0,3.0,4.0,"[7, 5, 8, 7, 6, 3, 4]"
13,Spain,concise_persona,7.0,6.0,8.0,6.0,7.0,5.0,4.0,"[7, 6, 8, 6, 7, 5, 4]"
14,Spain,concise_persona,7.0,5.0,8.0,7.0,8.0,6.0,4.0,"[7, 5, 8, 7, 8, 6, 4]"
15,Spain,concise_persona,8.0,6.0,9.0,7.0,8.0,6.0,4.0,"[8, 6, 9, 7, 8, 6, 4]"
16,Spain,concise_persona,6.0,5.0,8.0,7.0,6.0,9.0,4.0,"[6, 5, 8, 7, 6, 9, 4]"
17,Spain,concise_persona,5.0,4.0,7.0,6.0,3.0,2.0,4.0,"[5, 4, 7, 6, 3, 2, 4]"
18,Spain,concise_persona,6.0,5.0,7.0,6.0,4.0,3.0,5.0,"[6, 5, 7, 6, 4, 3, 5]"
19,Spain,concise_persona,8.0,7.0,9.0,8.0,9.0,6.0,4.0,"[8, 7, 9, 8, 9, 6, 4]"
20,Spain,concise_persona,3.0,2.0,5.0,6.0,3.0,0.0,4.0,"[3, 2, 5, 6, 3, 0, 4]"
1,Niger,concise_persona,7.0,6.0,8.0,7.0,8.0,5.0,3.0,"[7, 6, 8, 7, 8, 5, 3]"
2,Niger,concise_persona,8.0,5.0,9.0,7.0,6.0,8.0,3.0,"[8, 5, 9, 7, 6, 8, 3]"
3,Niger,concise_persona,7.0,5.0,8.0,6.0,7.0,3.0,4.0,"[7, 5, 8, 6, 7, 3, 4]"
4,Niger,concise_persona,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
5,Niger,concise_persona,6.0,5.0,8.0,7.0,6.0,3.0,2.0,"[6, 5, 8, 7, 6, 3, 2]"
6,Niger,concise_persona,6.0,5.0,8.0,7.0,8.0,3.0,2.0,"[6, 5, 8, 7, 8, 3, 2]"
7,Niger,concise_persona,6.0,5.0,8.0,6.0,5.0,3.0,2.0,"[6, 5, 8, 6, 5, 3, 2]"
8,Niger,concise_persona,7.0,6.0,5.0,7.0,8.0,3.0,4.0,"[7, 6, 5, 7, 8, 3, 4]"
9,Niger,concise_persona,8.0,5.0,10.0,6.0,8.0,3.0,2.0,"[8, 5, 10, 6, 8, 3, 2]"
10,Niger,concise_persona,7.0,5.0,6.0,7.0,9.0,3.0,2.0,"[7, 5, 6, 7, 9, 3, 2]"
11,Niger,concise_persona,6.0,5.0,7.0,6.0,5.0,6.0,3.0,"[6, 5, 7, 6, 5, 6, 3]"
12,Niger,concise_persona,6.0,4.0,8.0,7.0,5.0,3.0,2.0,"[6, 4, 8, 7, 5, 3, 2]"
13,Niger,concise_persona,6.0,5.0,8.0,7.0,6.0,3.0,2.0,"[6, 5, 8, 7, 6, 3, 2]"
14,Niger,concise_persona,7.0,4.0,8.0,7.0,6.0,5.0,3.0,"[7, 4, 8, 7, 6, 5, 3]"
15,Niger,concise_persona,7.0,5.0,8.0,6.0,7.0,6.0,3.0,"[7, 5, 8, 6, 7, 6, 3]"
16,Niger,concise_persona,6.0,4.0,8.0,6.0,7.0,9.0,3.0,"[6, 4, 8, 6, 7, 9, 3]"
17,Niger,concise_persona,5.0,4.0,7.0,6.0,3.0,2.0,3.0,"[5, 4, 7, 6, 3, 2, 3]"
18,Niger,concise_persona,6.0,5.0,7.0,6.0,4.0,3.0,2.0,"[6, 5, 7, 6, 4, 3, 2]"
19,Niger,concise_persona,8.0,5.0,7.0,8.0,9.0,6.0,3.0,"[8, 5, 7, 8, 9, 6, 3]"
20,Niger,concise_persona,3.0,2.0,4.0,5.0,3.0,1.0,2.0,"[3, 2, 4, 5, 3, 1, 2]"
1,Bulgaria,json_format,8.0,7.0,8.0,7.0,8.0,5.0,4.0,"{""overall_happiness"": 8, ""gdp"": 7, ""social_support"": 8, ""health"": 7, ""freedom"": 8, ""generosity"": 5, ""corruption"": 4}"
2,Bulgaria,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
3,Bulgaria,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
4,Bulgaria,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
5,Bulgaria,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
6,Bulgaria,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
7,Bulgaria,json_format,6.0,5.0,8.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
8,Bulgaria,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
9,Bulgaria,json_format,8.0,5.0,9.0,6.0,7.0,4.0,3.0,"{""overall_happiness"": 8, ""gdp"": 5, ""social_support"": 9, ""health"": 6, ""freedom"": 7, ""generosity"": 4, ""corruption"": 3}"
10,Bulgaria,json_format,7.0,5.0,8.0,7.0,8.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 8, ""generosity"": 4, ""corruption"": 3}"
11,Bulgaria,json_format,6.0,5.0,7.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
12,Bulgaria,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
13,Bulgaria,json_format,7.0,6.0,8.0,6.0,7.0,5.0,3.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 5, ""corruption"": 3}"
14,Bulgaria,json_format,7.0,5.0,8.0,7.0,7.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 4, ""corruption"": 3}"
15,Bulgaria,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
16,Bulgaria,json_format,6.0,5.0,8.0,6.0,7.0,6.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 6, ""corruption"": 3}"
17,Bulgaria,json_format,6.0,5.0,7.0,6.0,5.0,3.0,4.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 5, ""generosity"": 3, ""corruption"": 4}"
18,Bulgaria,json_format,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 5, ""generosity"": 4, ""corruption"": 3}"
19,Bulgaria,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
20,Bulgaria,json_format,3.0,2.0,6.0,5.0,4.0,1.0,3.0,"{""overall_happiness"": 3, ""gdp"": 2, ""social_support"": 6, ""health"": 5, ""freedom"": 4, ""generosity"": 1, ""corruption"": 3}"
1,North Macedonia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
2,North Macedonia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
3,North Macedonia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
4,North Macedonia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
5,North Macedonia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
6,North Macedonia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
7,North Macedonia,json_format,6.0,5.0,8.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
8,North Macedonia,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
